"text","createdAt","retweetCount","viewCount"
"🤑 RESPEITO resume o balanço do Itaú (#ITUB4) no 4T https://t.co/J2yNPVohF8","Thu Feb 10 23:26:06 +0000 2022","2",
"#ITUB4 - Itaú
COMPRA de 25.610.230 ações PN ao PM de R$ 26,50, totalizando R$ 678.559.763,24. https://t.co/8xt8Vc5P0J","Fri Mar 10 13:38:59 +0000 2023","7","24927"
"Semana quente de resultados. 
Hoje tem #ITUB4 https://t.co/ZMndqgQCkD","Mon Nov 06 10:56:17 +0000 2023","2","3699"
"Primeiro.... obtenha dados confiáveis. 

Exemplo: qual foi o retorno total (considerando proventos, splits e grupamentos) de ações ITUB4 de jan/2010 até ontem?

Fonte 1 diz 37.6%
Fonte 2 diz 203.3%
Fonte 3 diz 144.2%

Qual o correto ? (if any) https://t.co/xe28CD5aRC","Sat Apr 09 22:51:06 +0000 2022","5",
"Retorno de alguns dos melhores ativos e líquidos da bolsa (com os dividendos reinvestidos) desde o início do plano real (29 anos):

WEGE3: 237.000% (equivale a 180% do CDI);
ITUB4: 40.250% (equivalente a 140% do CDI);
VALE3: 31.880% (equivalente a 135% do CDI);
PETR4: 14.840% (equivalente a 116% do CDI).
IBOV: 3.194 (equivalente a 81% do CDI).

Conclusões?","Mon Jul 17 18:31:29 +0000 2023","23","103339"
"Ibovespa esteve em todo lugar do gráfico, hoje: embaixo, em cima, no meio, de lado, etc. Acabou fechando em moderada alta de +0,4%. Destaques para os bancos: Bradesco (BBDC4) +1,58%; Itausa (ITSA4) +0,81%; Itaú/Unibanco (ITUB4) +0,72% e Banco do Brasil (BBAS3) +0,69%. https://t.co/ZnRfomWD7l","Wed Aug 03 20:36:45 +0000 2022","18",
"Estou tomado em ITUB4 por opções com compra de volatilidade...

Tá tão na cara os 30, que dá medo. Concorda? https://t.co/tCDe18WpfL","Sun Jun 18 18:18:44 +0000 2023","2","12095"
"#PETR4 +2,73% #VALE3 +2,34% e #ITUB4 +2,19% carregando o #Ibovespa nas costas hoje. https://t.co/2HJCNUeDpc","Thu Sep 22 19:25:45 +0000 2022","1",
"Em 20 anos #PETR4 #ITUB4 e #VALE3 bateram por muito, CDI , S&amp;P500 e Ibovespa.

Quando retiramos estes ativos de uma carteira que precisa bater o Ibovespa reduzimos a chance. https://t.co/ZrS6ohTSBg","Wed Sep 06 12:44:03 +0000 2023","2","7447"
"ITUB4 com o dobro de volume de PETR e maior que VALE
👀 https://t.co/VQ4F9ewPl3","Thu Jun 29 19:10:40 +0000 2023","1","2431"
"-Culpados pela DESGRAÇA que é o @Atletico 
Lula
Kalil
Dilma
PBH
Coudet
Mercurio Retrogrado
Covid
Vale SA
Nintendo
Albert Einstein 

-Inocentes
Amansados
4R's
Rainha da inglaterra","Sat Jul 08 23:20:39 +0000 2023","74","11490"
"@conexaopolitica Cena histórica! Parabéns patriotas","Sun Jan 08 18:14:23 +0000 2023","4","34510"
"@marcoangeli Bem, era o sindicalista arruaceiro da grreve do ABC... PT na época ainda era o partido dos “acadêmicos” &amp; intelectuais das universidades... abrigaram Lula pq era o Lech Valesa tupiniquim...","Tue Sep 19 17:32:32 +0000 2023","2","907"
"Sim...lula criticava a ação de Lech Valesa, mas copiava o que lhe convinha. O que fascinava artistas, jornalistas, intelectuais, na época, era o conceito utópico de 'igualdade social',  embora nenhum deles, em sua maioria, tivesse contato algum com povo de verdade. Muitos dessa velha guarda continuam por aí, enchendo o saco, inventando notícia e fumando a mesma maconha estragada.","Tue Sep 19 17:40:32 +0000 2023","9","1068"
"Em julho de 2022, André Esteves declarou que gostaria de tornar o BTG Pactual #BPAC11 maior que o Itaú Unibanco #ITUB4, maior banco privado do país.

Ontem, ele ultrapassou o Bradesco #BBDC4 e se tornou o 2º maior banco em valor de mercado listado na B3.

No vídeo, um histórico: https://t.co/KnSzPC4W4o","Tue Aug 08 22:39:06 +0000 2023","14","30058"
"#ITUB4
Gostei do resultado.

Mg. financeira cresceu e ajustando pelo risco também cresceu, sinalizando ganho de eficiencia e nao puramente jogar mais risco na carteira de credito pra render mais.

Inadimplencia 15 a 90 caindo bem, deve refletir na +90 em alguns meses, o que vai melhorar o ROE eventualmente.

Demais setores (seguros, previdencia, capitalizacao) crescendo e ajudando no aumento do lucro.

Basileia bem encorpado, aumentando bastante de um ano pro outro.

Resumindo: ganhou rentabilidade, ganhou eficiencia, inadimplencia em ponto de inflexao, outros setores performando bem e tudo isso aumentando a seguranca do banco","Mon Nov 06 23:08:24 +0000 2023","3","19829"
"Desde 2006 andam juntos. BBDC4 e ITUB4. Agora abriu uma boca de jacaré. 
Será que é divórcio? https://t.co/5hJOP9cDOI","Mon Dec 11 22:03:12 +0000 2023","2","7171"
"Falaram que não devia comparar o tesouro IPCA com o IBOVESPA mas sim com as principais ações vale3, petro4, e bancos (itub4 e bbdc4), comparei o tesouro IPCA 2024 com elas o resultado foi este: https://t.co/JMedVZ4XYO","Mon Mar 13 22:44:40 +0000 2023","6","16311"
"E o Itaú mudou a logo para comemorar o centenário e deixou a cor azul depois de décadas. 

Segundo o banco foram 22 meses de estudo para fazer essa alteração. 

Gostaram?

#ITUB4 https://t.co/4ryZCXXs4C","Thu Dec 07 01:31:49 +0000 2023","1","48501"
"ITUB4 - #ITUB4 - Semanal em cima de uma LTA de 3 anos.

BBDC4 ta quase nos níveis do COVID.

A coisa ta feia. https://t.co/W0jf0B4csh","Tue Dec 13 22:10:31 +0000 2022","4",
"Pessoal precisa lembrar que o indice no Brasil grande peso é Petr4, Vale3, itub4 e bbdc4. 

Petrobras a unica que esta no mesmo valor de 2019. Esses 120k do ibov foi somente petr4 segurando e algumas do small11 tendo repique forte. 

Mas bullmarket mesmo só quando commodities voltarem puxar o minerio, crise de inadimplencia dos bancões passar (RCN 🤡 cortar selic consideravelmente), e balancos das small11 de fato melhorarem, entao economia real só 2024… Porem a bolsa pode ja comecar andar mais forte a partir de nov, essa é minha expectativa. 

Mas agora não vejo indice com grandes movimentos. Ações especificas sim vao ter bastante vol -+40%/60% dependendo dos balanços do 2t23, 3t23.

Essa é minha opniao pessoal, ja que nenhum analista ou influencer fala nada depois de terem errado tudo nos ultimos 3 anos. Por isso que todos viraram analistas politicos com vies, mercado comeu eles. 

*não é recomendação.","Sat Jul 15 19:14:17 +0000 2023","3","36935"
"🤑 RESPEITO resume o balanço do Itaú (#ITUB4) no 4T https://t.co/J2yNPVohF8","Thu Feb 10 23:26:06 +0000 2022","2",
"#ITUB4 - Itaú
COMPRA de 25.610.230 ações PN ao PM de R$ 26,50, totalizando R$ 678.559.763,24. https://t.co/8xt8Vc5P0J","Fri Mar 10 13:38:59 +0000 2023","7","24927"
"Semana quente de resultados. 
Hoje tem #ITUB4 https://t.co/ZMndqgQCkD","Mon Nov 06 10:56:17 +0000 2023","2","3699"
"Primeiro.... obtenha dados confiáveis. 

Exemplo: qual foi o retorno total (considerando proventos, splits e grupamentos) de ações ITUB4 de jan/2010 até ontem?

Fonte 1 diz 37.6%
Fonte 2 diz 203.3%
Fonte 3 diz 144.2%

Qual o correto ? (if any) https://t.co/xe28CD5aRC","Sat Apr 09 22:51:06 +0000 2022","5",
"Retorno de alguns dos melhores ativos e líquidos da bolsa (com os dividendos reinvestidos) desde o início do plano real (29 anos):

WEGE3: 237.000% (equivale a 180% do CDI);
ITUB4: 40.250% (equivalente a 140% do CDI);
VALE3: 31.880% (equivalente a 135% do CDI);
PETR4: 14.840% (equivalente a 116% do CDI).
IBOV: 3.194 (equivalente a 81% do CDI).

Conclusões?","Mon Jul 17 18:31:29 +0000 2023","23","103339"
"Ibovespa esteve em todo lugar do gráfico, hoje: embaixo, em cima, no meio, de lado, etc. Acabou fechando em moderada alta de +0,4%. Destaques para os bancos: Bradesco (BBDC4) +1,58%; Itausa (ITSA4) +0,81%; Itaú/Unibanco (ITUB4) +0,72% e Banco do Brasil (BBAS3) +0,69%. https://t.co/ZnRfomWD7l","Wed Aug 03 20:36:45 +0000 2022","18",
"Estou tomado em ITUB4 por opções com compra de volatilidade...

Tá tão na cara os 30, que dá medo. Concorda? https://t.co/tCDe18WpfL","Sun Jun 18 18:18:44 +0000 2023","2","12095"
"#PETR4 +2,73% #VALE3 +2,34% e #ITUB4 +2,19% carregando o #Ibovespa nas costas hoje. https://t.co/2HJCNUeDpc","Thu Sep 22 19:25:45 +0000 2022","1",
"Em 20 anos #PETR4 #ITUB4 e #VALE3 bateram por muito, CDI , S&amp;P500 e Ibovespa.

Quando retiramos estes ativos de uma carteira que precisa bater o Ibovespa reduzimos a chance. https://t.co/ZrS6ohTSBg","Wed Sep 06 12:44:03 +0000 2023","2","7447"
"ITUB4 com o dobro de volume de PETR e maior que VALE
👀 https://t.co/VQ4F9ewPl3","Thu Jun 29 19:10:40 +0000 2023","1","2431"
"O #Itau fez uma proteção (hedge) de 2 bilhões para se proteger de uma possível vitória do PT nas eleições…

#ITUB4… e você? Já está fazendo alguma proteção para seg portfólio? https://t.co/okbIxtFGYF","Fri Feb 11 21:25:21 +0000 2022","6",
"🧶𝐑𝐞𝐬𝐮𝐥𝐭𝐚𝐝𝐨𝐬 𝐭𝐫𝐢𝐦𝐞𝐬𝐭𝐫𝐚𝐢𝐬 𝐝𝐨 𝐁𝐚𝐧𝐜𝐨 @𝐢𝐭𝐚𝐮  - Siga os 4 tópicos:
📈 Crescimento e rentabilidade 
🏦 Bancões como ótimas opções para carteira
💰 Dividend yield atraente
🎯 Guidance para 2023 reforçado no 1T23
#Bancos #investimentos #itub4
👇👇👇👇 https://t.co/3FXmLU6bbp","Mon May 08 15:37:01 +0000 2023","2","11068"
"#ITUB4 #ITSA4 foi bem… lucro subindo +7%…

Mas ainda quero ver qual o impacto de #AMER pra eles… https://t.co/sYhCRPgnnM","Tue Feb 07 22:05:16 +0000 2023","3","10686"
"#BBAS3 #BBDC4 
Sempre o Bradescao ta la no topo nessas furadas, pqp kkkkkk
Pelo menos sao só 9,6 mi. https://t.co/UrkbCCZZez","Wed Aug 30 19:30:31 +0000 2023","8","102224"
"#BBAS3
Assim como foi com Bradesco, minha tese com BB é de ser do contra. Vir aqui falar bem do que ta subindo e do que todo mundo gosta é facil, mas vim trazer um contraponto pra fomentar a discussão e falar do que ninguem gosta de lembrar.

O ROE do BB chegou no maior nível da década, com um salto forte em 2022 em função de diversos fatores, mas vou dar um foco maior pro agro, que foi bastante impulsionado pelo aumento nos preços dos graos. Com a queda nesses preços, talvez o ROE dê uma penada, caso tenhamos problemas no pagamento dos funcionários públicos, talvez o negócio pode ser ainda pior.

Quando olhamos pra carteira de crédito, o spread ajustado pelo risco também está reduzindo, ou seja, para manter o spread nominal, estão tomando bastante risco.

Isso reflete diretamente na inadimplência, que apesar de ser menor do que os concorrentes, está aumentando em um ritmo relativamente alto pro histórico do banco.

Por fim, a cobertura do banco está reduzindo, o que torna ele mais exposto a uma eventual PDD.

Resumindo: acho que o ROE tenha feito topo, o banco ta tomando muito mais risco pra sustentar o nivel atual, refletindo na inadimplencia crescente e suas ""defesas"" como o índice de cobertura e o Basileia estão reduzindo.","Sun Sep 10 15:43:37 +0000 2023","7","66881"
"BBAS3: Existem balanços e existe isso aqui. Impressionante! https://t.co/ZKpXPUGht5","Wed Nov 09 22:27:39 +0000 2022","21",
"BBAS3 com P/L 3,87 para esse ano no ponto médio do guidance! https://t.co/s0KwgeLGnr","Mon Feb 14 21:43:11 +0000 2022","17",
"Banco do Brasil (BBAS3) vai splitar 2/1.

Ou seja, se você hoje tem 100 ações a R$ 54. Passará a ter 200 a R$ 27.

Na prática estão dividindo a pizza em mais pedaços. Então não se assuste. https://t.co/YW2dlmv9hr","Fri Dec 08 12:02:49 +0000 2023","12","58874"
"BBAS3 - A imagem dispensa comentários: https://t.co/NI41t50qnM","Wed May 11 21:42:41 +0000 2022","3",
"BBAS3 com resultado espetacular, superando Itaú e Bradesco no trimestre! https://t.co/SSf5XTvYJo","Wed Aug 10 21:56:49 +0000 2022","12",
"#BBAS3
Não sou muito fã do banco no ciclo atual, mas esse dado é interessante e mostra o tanto que o BB tava amassado.

Colocando o preço atual do Banco do Brasil (R$ 54,61) no modelo, ele precisaria entregar 14,0% de ROE para se justificar, algo tranquilo dado o histórico, mas que ainda pode dar uma insegurança.

Agora vem o dado ""bizarro"": o banco entre 2020 e 2022 ficou rodando entre 25/30 reais. Pra valer isso o ROE deveria ser 7,0% pra sempre.

Ou seja, o mercado passou quase 3 anos precificando que o ROE do BB ia ficar abaixo do pior ano da empresa (pra sempre).

É esse tipo de assimetria que busco usando o valuation ""reverso"". Não levo meses modelando cada linha pra saber se virá 10%, 15% ou 20% de ROE. Se viesse mais do que 7% já servia pra mim.

Mesmo assim, o investidor precisou segurar o papel por TRÊS ANOS até ver algum retorno, dando ainda mais importância pro post que fiz sobre alavancagem e paciência.","Sun Dec 17 12:34:54 +0000 2023","8","46914"
"Estamos no caminho certo 🤡🤡🤡
#ibov #PETR4 #bbas3 https://t.co/njpYg2eLPU","Wed Dec 14 17:01:52 +0000 2022","120",
"BBAS3: resultado forte. https://t.co/FEAmQMwZUd","Wed May 11 22:21:13 +0000 2022","4",
"Rapaziada de BBAS3 de olho ae. https://t.co/tQAMJJdcqX","Thu Aug 18 20:15:31 +0000 2022","39",
"Triste dia para quem não tem Banco do Brasil #BBAS3 na carteira. Foi, de longe, um dos melhores resultados do setor financeiro que vi até o momento!

O crescimento da carteira, sobretudo da Agro, já havia sido adiantado nas nossas lives de prévias de resultados do 4T21. https://t.co/OnCOhaRKr9","Mon Feb 14 22:57:57 +0000 2022","7",
"Se o lucro do Banco do Brasil #BBAS3 não crescer pelos próximos 05 anos, ainda assim você pode ganhar ~15% ao ano.

Interessante. https://t.co/9eLSfNuIUf","Fri Jan 07 02:56:36 +0000 2022","10",
"BBAS3: na máxima de 12 meses. https://t.co/V3Yg6Sf6kv","Fri May 20 15:27:33 +0000 2022","2",
"#BBAS3
Começou.... https://t.co/q9npj4Of6S","Mon Jan 23 20:10:00 +0000 2023","7","12119"
"🫡🫡 Se eu tivesse que montar uma carteira de 20 ações que eu não pudesse tocar nos próximos 20 anos: 

Itsa4
Bbas3
Bpac11
Pssa3
Cxse3
Vale3 
Cmin3
Petr4
Ugpa3
Egie3
Trpl4
Eqtl3
Slce3
Agro3
Smto3 
Rani3
Wege3
Tots3
Tupy3
Kepl3

O que acham? 

Obs: Reinvestiriaos dividendos igualmente entre todas. 

Obs2: NÃO È RECOMENDAÇÃO!","Thu Dec 21 10:58:35 +0000 2023","3","22214"
"Se você tivesse investido em BBAS3 ao invés de NUBR11, no dia do ipo do Nubank, hoje você teria 2-3x mais patrimônio.

Mas Banco do Brasil não é sexy. 

Então temos uma lição: investimentos não tem que ser sexy. Não tem que ser novidade. 

Ganhar dinheiro ≠ novidade https://t.co/houmyEc6Gw","Sun Jun 05 12:01:25 +0000 2022","18",
"Bom dia para você acionista de BBAS3. https://t.co/vdJz95iU95","Fri May 27 12:36:01 +0000 2022","13",
"Banco do Brasil 🚀🚀🚀🚀 #bbas3 https://t.co/Bg9mIUfvSl","Mon Oct 03 13:41:33 +0000 2022","13",
"Sextou para o acionista de BBAS3. https://t.co/XRaAWV2vZD","Fri May 26 20:14:33 +0000 2023","6","19902"
"SE QUEREM DESTRUIR O BRASIL, ESTÃO INDO BEM!

A perda de credibilidade de Lula/Haddad nos Mercados, é perceptível a olho nu. Hoje foi a quarta sessão consecutiva de queda no índice Ibovespa (terça-feira, dia 26)… e são fáceis tanto a explicação, quanto o entendimento: a percepção de riscos segue piorando no mercado internacional, e no mercado nacional.

Em paralelo, a Ata do Comitê de Política Monetária, o COPOM,  foi cautelosa, indicando que o ritmo de queda da taxa Selic, dos juros básicos, não deverá, a bem do bom senso, aumentar no curto/médio prazos.

Os agentes voltam a olhar, adicionalmente, para o cenário fiscal local. Atenção a isso, jovens Lula/Haddad. Prestem atenção na postura, sábia e firme, do Federal Reserve Bank, o Banco Central dos EUA.

IPCA-15, que é a prévia da inflação oficial do País, subiu 0,35% em setembro (puxado pelos preços dos combustíveis), após ter registrado alta de 0,28% em agosto, informou hoje o IBGE, presidido, agora, pelo inconfiável Márcio Pochman.

Em setembro de 2022, a taxa foi de -0,37%. E, nos últimos 12 meses, a variação do IPCA-15 foi de 5,00%, ante 4,24% observados por nós, com olhos no dezembro, no que poderá ser a inflação no final desse mês de dezembro.

Os juros futuros avançaram por toda a curva e o dólar subiu 0,44% a R$ 4,99! Resultado: as empresas voltadas para o consumo doméstico logo sentiram o efeito negativo.

O Ibovespa anotou queda de 1,41% aos 114,3 mil pontos. Em NY: Dow Jones -1,14%, S&P 500 -1,46% e Nasdaq -1,57%. O Stoxx europeu 600 ficou no vermelho, em 0,61%.

Se o plano estratégico desse governo - pensei que não tinha nenhum - é destruir o Brasil, dá para dizer que o governo está sendo bem sucedido!!!","Tue Sep 26 21:15:15 +0000 2023","409","29083"
"OLHA SÓ A DIFERENÇA!! 

Com Bolsonaro: 23/11/2022
Dólar: R$ 5,37 
Ibovespa: 109.037
Inflação: 5,13% 
Desemprego: 9,3%
PIB: 9,9 TRI

Com Lula: 23/11/2023
Dólar: R$ 4,79
Ibovespa: 127.626
Inflação: 3,75% 
Desemprego: 7,7% 
PIB: 10,70 TRI

OS NÚMEROS NÃO MENTEM. LULA É O MELHOR!🇧🇷🌟 https://t.co/GiigGHwKvY","Thu Nov 23 15:30:02 +0000 2023","1511","224772"
"Com mais de 3% de queda, iBovespa entra no terreno dos 96 mil pontos

Real tem o pior desempenho do mundo https://t.co/gIkqSez9Kd","Thu Mar 23 19:01:03 +0000 2023","737","316920"
"Bolsa hoje: Ibovespa fecha acima dos 133 mil pontos pela primeira vez na história; dólar desce a R$ 4,82.

Mais um oferecimento do Lula da Sorte. Faz o L https://t.co/PzD8qKy2z4","Tue Dec 26 21:32:17 +0000 2023","255","29964"
"Petrobras assusta e derruba Ibovespa! https://t.co/NtJIP41WnN","Tue Oct 24 10:17:14 +0000 2023","244","9189"
"🚨URGENTE: A Ibovespa acaba de atingir o seu maior patamar NA HISTÓRIA! FAZ O L! https://t.co/42kLsp2DeO","Wed Dec 13 21:07:22 +0000 2023","1453","326736"
"Após bater a mínima de 5 anos x Ibovespa, o índice de small caps começa a ensaiar uma recuperação. A bolsa no 0x0 mas a micaiada está saindo da jaula! https://t.co/h4F5NvzhCz","Tue Dec 05 20:46:57 +0000 2023","4","6525"
"Fazer máxima histórica no Ibovespa em Reais (R$) é fácil, quero ver fazer máxima histórica em dólares no EWZ que está em queda quase 15 anos seguidos 👍 https://t.co/GYTwt438Bb","Sat Dec 16 15:47:02 +0000 2023","43","94995"
"Papo de Valor com Yuhzô Breyer (Trígono Capital)

O pupilo de Werner Roger multiplicou por 2.6x o capital investido enquanto o Ibovespa não saiu do lugar

No início do mês passado, entrevistamos Pedro Perin, que em pouco mais de 7 anos multiplicou o capital por mais de 30x.

Pedi a ele para recomendar alguém que admira como investidor e ele disse: Yuhzô Breyer.

Tubarão anda com tubarão, né?

Yuhzô é sócio e analista de ações na Trígono Capital, gestora de fundos de ações focada em small caps capitaneada pelo experiente Werner Roger.

Além de dar suporte a Werner, Yuhzô é gestor de um Clube de Investimentos dentro da Trígono, o Dynamic, que provavelmente se tornará um fundo aberto a clientes em algum momento.

Em pouco mais de 2 anos, de março de 2021 a agosto de 2023, enquanto o Ibovespa rendeu apenas 2.63%, o Dynamic de Yuhzô rendeu incríveis 164.08%.

Esse sabe gerar valor para valer.

Vamos conhecer essa fera?

IV: Yuhzô, poderia falar um pouco sobre você?

YB: Sou de Brasília, lá temos forte a cultura do funcionalismo público. Quando jovem, meu sonho era passar em um concurso bom, comprar uma casa e um carro. O problema é que quando era criança e adolescente, naturalmente fui por um caminho diferente, por conta da escolha de faculdade. Me mudei para São Paulo depois que comecei a cursar engenharia mecânica no ITA e lá comecei a me interessar pelo mercado financeiro. Comecei comprando ações no fracionário com uns trocados que eu tinha guardado durante a vida fazendo bico de professor particular. Fiquei viciado em investir, guardava cada centavo pra por na bolsa e era comum passar madrugadas estudando small caps, o assunto me fascinava. Sempre gostei da ideia da bolsa de valores ser um lugar que não importa seu background, mas seu resultado. Até hoje acho isso único, conheci pessoas com as mais diversas vivências e filosofias que tiveram sucesso investindo.

Acabei largando o curso de engenharia por achar que faltava tempo para me dedicar a assuntos que de fato me interessavam e migrei pra Economia na USP, que era um curso que me dava mais tempo livre e era relacionado com a carreira que iria seguir, embora não tivesse sido uma decisão fácil por questões familiares e monetárias. No primeiro ano de faculdade, estagiei na Suno fazendo análise, que na época era bem menor, eram 20 funcionários. Depois, surgiram propostas pra estagiar em fundos de ações. Como eu gostava de small caps, não me atraía a ideia de trabalhar em um lugar só comprasse RENT3, NTCO3, BTOW3, etc. Mandei um email para a Trígono, que era uma asset que eu conheci estudando a Ferbasa e Cristal na época (começo de 2019). Era um fundo pequeno, com 40 milhões de PL, bem diferente dos fundos maiores que eu tinha recebido propostas, mas eu acreditava na filosofia de investimentos e nas empresas investidas. Desde então, tenho trabalhado na Trígono, sou analista e gestor de um clube de investimentos daqui.

IV: Qual a sua estratégia para ganhar dinheiro na Bolsa?

YB: Eu mudei bastante meu estilo de investimentos ao longo do tempo. Antigamente, eu concentrava meu portfolio em empresas que eu achava que tinham o maior upside, independente da liquidez. Eu até preferia liquidez reduzida, porque achava que a competição seria menor. Acertei vários cases dessa forma e serviu pra compor um capital inicial mais interessante pra ir migrando pro mercado líquido. Alguns exemplos de ações que eu investia nessa época: CGAS5, NUTR3, BSLI3, BAUH4, RANI3 (pré re-IPO). Eu concentrava bastante mesmo, na média com 50% do PL em cada posição. Por isso eu olhava muito trigger, principalmente melhora de resultados e distribuição de dividendos. Eu fazia análise como faço hoje, evitando empresas muito alavancadas.

Depois, eu mudei pra uma estratégia diversificada com papéis líquidos usando alavancagem, seja termo ou short (short uso bem mais), mas ainda focado em small caps. Ainda gosto de olhar curto prazo em termos de resultados trimestrais, mas hoje não é o principal, acabei alongando meu horizonte de investimentos. Gosto também de operar eventos pontualmente, podem surgir boas oportunidades, seja de long ou short. Hoje 90% do meu patrimônio está no clube de investimento que eu faço gestão, que espero que em breve vire um fundo aqui da casa.

IV: Como é o seu processo para garimpar uma nova oportunidade de compra?

YB: Antigamente, eu abria o site do fundamentus e olhava empresas de múltiplo baixo uma por uma, olhando a dívida, a DRE, o setor em que ela atuava. Eu filtrava algumas empresas que valia a pena olhar melhor e aprofundava procurando material sobre ela. Hoje em dia, é mais raro eu fazer isso, eu geralmente opero empresas que eu já conheço e as novas ""garimpadas"" surgem pela sugestão de colegas de mercado. É muito importante conversar com outros investidores, hoje acredito que seja um dos meus pontos fortes.

IV: Você acredita que a fórmula de Joel Greenblatt funciona no mercado brasileiro? Precisa de alguma adaptação ou cuidado na aplicação?

YB: Sim e com certeza necessita de grande cuidado na aplicação. Inclusive eu fiz meu TCC de Economia sobre aplicação da Magic Formula no mercado brasileiro e adaptações que podem melhorar a performance da fórmula. Resumindo, ela funciona, principalmente pra empresas de menor liquidez. O primeiro cuidado que você tem que ter ao aplicar a fórmula é verificar se o resultado é de fato recorrente, muitas das empresas bem posicionadas tem ganhos de causa judicial, vendas pontuais de ativos, ganhos de compra vantajosa, hedge, etc. Depois disso, devemos avaliar discricionariamente a empresa, o setor, as perspectivas, etc, mas só de tirar as distorções não-recorrentes, sem avaliações extras, já melhora muito o resultado da Magic Formula, que bate o mercado de longe.

IV: Qual a sua opinião sobre a fórmula de Graham aplicada à Bolsa brasileira?

YB: Acredito que também funcione, mas a fórmula do Greenblatt é melhor.

IV: Quanto tempo em média mantém uma posição na sua carteira?

YB: Eu tenho dois blocos na carteira. Como eu tinha comentado em cima, eu gosto de operar evento, resultados ou distorções pontuais, então essa parte da carteira geralmente tem um tempo curto. No outro bloco, mais hold (que é a maior parte da carteira) eu mantenho em média 12~18 meses.

IV: Como você faz o valuation de uma ação: DCF, Múltiplos, ...?

YB: Na Trígono fazemos uma média de EVA, DCF e múltiplos (P/E e EV/EBITDA). O peso pra cada um dos métodos depende de empresa e setor.

IV: Qual a concentração máxima por empresa e setor que adota?

YB: No meu clube, o limite é 20%, não tenho limite máximo por setor, mas não gosto de passar de 40%.

IV: Com que frequência você gosta de rebalancear a carteira: diária, semanal, mensal? Se uma ação sobe 4% no dia e outra cai 3%, você já rebalanceia no mesmo dia?

YB: Diariamente eu rebalanceio. Não necessariamente sigo a risca os pesos da carteira teórica, mas gosto de manter perto.

IV: Qual a ação com o maior potencial de alta (ou melhor risco/retorno) na sua carteira hoje?

...

Para ler a melhor parte da entrevista:

>>> Link na Bio <<<

Não é recomendação de investimento.

Gostou?

Então dá o LIKE e RETWEET

Não custa nada","Tue Sep 12 15:08:41 +0000 2023","89","122792"
"Hoje o Ibovespa bateu recorde e fechou com a maior pontuação da sua história. Lembram das previsões de algumas pessoas antes e depois das eleições? https://t.co/yNxUC5TIoR","Thu Dec 14 22:45:49 +0000 2023","2593","796707"
"++ ATH: Ibovespa vai a 131 mil e renova duas máximas históricas 

OBRIGADO PRESIDENTE https://t.co/Nb2lqjCQY6","Thu Dec 14 14:46:04 +0000 2023","94","36411"
"++ NO ÚLTIMO PREGÃO DE 2023, IBOVESPA FECHA EM ALTA E ACUMULA 22,3% DE ALTA NO ANO; MELHOR DESEMPENHO DESDE 2019

OBRIGADO PRESIDENTE 🤝 THANK YOU PRESIDENT https://t.co/y821nN7zX3","Thu Dec 28 21:24:52 +0000 2023","38","34619"
"Ibovespa a 134500. Quem geral acredita que é o causador:

- Bolsonaro
- Paulo Guedes 
- Lula
- Haddad
- Congresso

Quem realmente é o causador: https://t.co/6KhhcpuFmd","Thu Dec 28 00:39:06 +0000 2023","36","24890"
"Rentabilidade do fundo Alaska Black BDR (que caiu mais de 70% em 2020), desde o início (12 anos): 

IBOVESPA: 118%; 
CDI: 180%; 
ALASKA: 327%.  

Investir em ações ou fundos de ações e focar no curto prazo é algo totalmente inútil.

No curto prazo uma criança de 3 anos, escolhendo ações aleatórias, pode ter mais rentabilidade do que o melhor investidor de todos os tempos.

No longo prazo separamos os homens dos meninos.","Fri Dec 01 19:54:53 +0000 2023","22","139846"
"🚨ATENÇÃO: Com Lula, Ibovespa retoma os 127 mil pontos e tem maior ganho mensal em três anos. https://t.co/qKiqAQAalQ","Thu Nov 30 22:50:39 +0000 2023","667","257637"
"COM LULA, O BRASIL ENTROU PELO CANO E O MERCADO JÁ PERCEBEU ISSO.

Apenas 60 dias de Lula e os principais índices da bolsa já zeraram os ganhos acumulados em 2022.

A Ibovespa fechou fevereiro com uma baixa de 7,49%, aos 104 mil pontos, pior marca para o mês em 22 anos.⤵️ https://t.co/jkN4kMcT1w","Wed Mar 01 16:07:26 +0000 2023","1437","88278"
"Ibovespa sobe 12,5% em novembro e tem o maior ganho mensal em 3 anos. Em 2023, bolsa acumula alta de 16% e dólar cai 6,9%. https://t.co/2GyV9Sz0dU","Fri Dec 01 00:46:50 +0000 2023","841","496620"
"O Ibovespa está apenas 1,25% abaixo de sua máxima histórica. https://t.co/dP52qBqRnn","Wed Dec 13 21:31:08 +0000 2023","12","77908"
"A bolsa brasileira subiu nas últimas duas semanas e acumula alta de 17,2%, do início do ano até 16 de novembro. Apesar de sofrer interferências externas, como qualquer bolsa de valores, boa parte do ótimo resultado da Ibovespa deve à Petrobras (+) https://t.co/qwxqUfzMEa","Fri Nov 17 12:03:42 +0000 2023","133","25265"
"🚨 NUNCA ANTES NA HISTÓRIA DESSE PAÍS

Pela primeira vez na história a iBovespa passa dos 133 mil pontos https://t.co/KSi1Sizh52","Tue Dec 26 22:42:50 +0000 2023","139","25689"
